orb0,orb1,orb2,orb3,orb4,orb5,orb6,orb7,orb8,orb9,orb10,orb11,orb12,orb13,orb14,orb15,orb16,orb17,orb18,orb19,orb20,orb21,orb22,orb23,orb24,orb25,orb26,orb27,orb28,orb29,prev,curr,score
4,1,3,3,5,1,3,2,2,1,3,5,4,3,3,3,3,3,1,4,1,4,2,4,5,2,5,2,2,1,4,5,4150
4,5,3,6,5,6,1,2,6,6,4,4,4,5,6,5,6,5,2,5,6,4,1,2,2,4,2,2,6,4,27,21,5200
3,3,1,5,1,1,5,5,5,1,5,1,5,3,5,5,3,5,5,3,3,5,5,3,1,3,3,3,3,3,29,28,7250
6,4,6,3,3,3,4,5,5,2,2,6,4,3,3,4,4,5,2,3,5,4,6,6,4,4,5,2,2,2,26,27,6100
6,2,6,1,5,6,2,4,4,6,2,4,6,6,3,3,5,3,1,5,2,1,5,5,6,2,6,4,3,6,9,3,4100
3,5,3,3,3,5,5,3,5,3,5,5,3,5,5,3,3,5,5,5,5,3,3,3,5,5,5,3,5,3,14,8,8250
2,1,4,1,4,5,5,6,1,3,5,4,5,4,1,2,6,1,6,1,1,4,4,2,2,6,1,3,4,1,22,21,4150
5,5,2,6,5,2,4,2,4,1,3,5,3,1,5,2,2,5,1,1,1,2,4,3,3,6,5,5,5,1,23,22,5100
5,1,6,2,1,5,2,6,2,2,4,1,1,6,1,5,5,2,6,2,1,3,3,3,5,4,4,4,3,5,11,10,6300
1,1,5,1,1,5,5,4,2,2,6,4,6,5,6,6,3,1,5,6,6,5,3,1,4,3,4,4,5,4,4,10,4200
6,6,1,4,3,5,5,5,1,3,2,4,1,4,2,3,4,5,6,3,1,1,3,6,1,6,3,4,2,5,16,22,4100
1,1,6,1,6,1,1,1,1,6,1,6,1,6,6,6,1,1,6,6,6,6,6,1,1,1,1,6,6,6,23,29,7200
6,3,3,3,6,6,3,6,6,3,6,6,6,6,3,6,3,3,6,6,3,6,6,6,6,6,6,6,6,6,22,23,7200
1,2,4,2,3,1,1,1,2,1,1,2,1,3,4,1,3,4,4,4,4,3,1,3,1,2,1,1,4,1,28,27,7150
5,4,3,4,1,3,5,3,5,1,5,3,1,5,6,5,6,4,5,2,3,2,5,6,3,1,5,4,1,4,16,10,4100
5,2,2,5,1,1,5,5,1,1,2,5,6,6,5,1,6,4,1,5,5,4,2,6,5,4,6,1,3,3,3,9,4150
1,4,5,2,5,6,5,5,5,6,4,5,1,4,2,3,2,3,1,1,6,6,1,1,5,5,2,4,4,5,13,14,5150
2,6,5,3,1,2,1,5,5,6,6,6,2,3,3,3,1,1,6,1,1,2,3,1,5,3,6,3,1,6,16,22,5150
5,2,5,4,4,2,3,3,3,5,3,5,3,4,5,5,4,2,3,5,3,2,4,4,4,4,4,4,4,3,-1,4,6200
3,2,3,2,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,3,3,2,2,2,3,2,14,15,8200
3,2,4,6,4,3,2,2,5,3,1,5,6,1,6,5,6,2,3,6,3,3,3,3,5,4,1,5,2,2,7,6,4150
4,4,3,4,4,2,1,6,3,5,1,1,5,5,1,1,1,3,4,5,3,5,2,1,5,6,4,6,6,1,1,7,5100
3,1,3,1,1,3,1,3,1,3,1,1,3,1,1,3,3,1,3,1,1,1,1,3,3,1,1,1,1,1,7,6,7200
3,2,2,4,3,3,5,3,5,5,3,5,3,1,2,6,6,3,2,4,3,2,4,1,4,1,1,1,5,5,11,17,5100
2,4,2,2,6,6,4,4,6,2,6,2,6,4,6,6,4,6,4,2,6,6,4,4,4,4,4,2,4,4,3,2,7150
4,5,4,4,3,4,5,5,3,4,4,4,5,5,3,3,3,5,4,3,4,3,4,3,5,5,5,4,3,4,26,25,8150
5,6,4,1,6,1,6,3,1,1,5,1,6,6,2,1,3,1,3,5,6,5,5,1,5,2,2,4,4,1,8,7,5150
4,4,4,2,4,4,2,2,2,3,6,3,3,3,6,6,4,3,6,2,4,4,4,2,2,4,4,3,6,2,21,27,6200
3,4,6,3,2,2,4,2,1,3,4,3,5,5,2,6,4,2,6,6,1,3,4,2,5,5,2,4,3,3,7,6,6200
6,6,6,1,1,5,5,1,5,5,5,1,5,5,6,1,6,1,6,5,1,5,1,6,5,6,6,5,1,5,15,16,8100
5,5,5,3,5,3,4,1,5,1,5,4,5,5,3,1,1,1,3,4,3,1,4,3,5,5,5,5,1,5,26,25,7150
6,3,1,2,5,6,6,6,3,1,2,2,5,5,2,6,5,5,5,1,1,2,6,1,6,1,5,6,1,1,22,23,5150
1,4,4,3,4,1,1,3,3,3,1,4,1,4,4,3,4,1,1,3,4,3,4,1,3,1,1,4,3,4,23,22,7200
6,4,3,3,3,6,5,6,1,1,4,6,1,6,5,1,2,1,3,2,3,3,4,1,1,3,5,4,4,1,20,19,5150
4,4,6,3,5,3,6,5,4,1,1,4,5,5,4,1,3,3,5,4,6,3,1,6,1,4,6,3,5,4,28,29,7150
6,4,6,6,2,6,6,6,4,1,2,3,2,5,3,2,1,3,6,3,1,2,2,1,4,6,4,6,2,4,22,23,4150
3,3,5,3,3,3,5,3,4,5,6,3,5,5,6,3,6,4,5,3,3,5,3,5,6,3,5,4,3,6,8,14,7150
5,2,2,5,1,2,5,2,5,1,5,5,1,2,2,2,2,2,2,5,2,2,1,5,1,5,5,1,5,2,8,9,6250
5,6,2,5,6,2,5,1,1,3,3,2,1,2,1,2,1,2,2,2,5,3,2,6,2,6,1,2,2,1,10,16,5200
4,1,1,4,1,4,5,4,1,4,1,4,2,1,3,4,1,3,2,4,2,4,3,6,5,5,1,1,4,6,15,16,6100
1,4,1,6,6,6,1,6,3,4,4,1,5,3,5,6,4,6,5,6,2,6,1,2,6,6,2,4,6,3,18,12,4150
3,1,2,6,1,6,5,2,1,5,1,6,6,1,4,5,6,3,5,6,2,2,6,1,3,1,6,1,3,1,1,2,4100
6,6,6,2,5,6,5,5,5,5,5,2,5,6,2,2,5,5,5,6,5,5,2,5,5,5,6,6,6,2,21,15,8200
5,4,5,5,2,2,2,4,4,4,4,4,5,5,5,2,4,5,5,2,2,2,2,2,4,2,5,4,5,4,9,10,6200
5,1,4,3,6,4,5,1,6,1,1,1,3,6,1,5,5,4,5,1,6,6,3,6,1,3,6,3,3,5,11,10,5200
5,1,3,2,3,6,6,1,1,5,5,3,3,1,3,4,3,5,2,6,4,6,6,2,6,1,2,3,6,1,25,19,4150
4,6,2,6,5,1,2,5,1,5,3,4,5,3,5,5,5,2,2,4,3,1,2,6,4,3,4,1,5,5,28,27,5150
2,4,2,4,2,2,2,4,4,2,4,2,4,2,4,4,4,2,2,2,4,4,2,4,4,2,2,2,2,4,28,27,9300
4,4,3,2,6,2,2,2,4,6,3,5,1,2,5,5,2,1,3,5,1,3,3,2,2,5,4,2,3,4,26,27,5100
1,2,2,6,6,6,6,2,3,6,1,1,1,6,3,2,3,1,3,3,2,2,2,1,6,3,2,3,6,3,8,9,7250
4,4,1,4,1,2,3,5,6,3,6,6,1,6,1,5,6,6,6,6,1,2,5,1,2,1,4,2,5,6,5,11,6250
4,4,2,3,3,2,1,5,4,4,2,5,2,1,3,5,2,4,3,3,1,1,4,2,4,5,1,4,4,3,28,29,4150
2,4,6,1,6,3,5,4,6,6,4,6,3,2,4,1,5,1,5,1,6,2,5,6,3,6,3,5,4,3,8,9,4100
2,4,2,4,5,5,4,3,4,5,5,4,4,4,4,4,5,2,3,5,2,5,4,5,5,4,4,5,3,3,11,5,6150
5,6,1,2,5,4,6,4,4,6,3,4,6,3,1,1,4,6,6,1,2,3,3,1,1,5,1,3,3,6,6,0,4150
1,4,3,5,2,6,4,3,5,1,4,1,5,4,1,3,4,3,5,5,3,2,3,5,3,5,6,6,1,2,6,7,4100
4,3,2,2,5,3,5,4,5,1,1,1,5,5,1,6,2,6,3,4,6,2,1,6,2,2,3,3,4,1,16,17,4200
4,5,1,1,2,4,4,5,5,2,2,1,5,3,2,6,4,6,1,4,5,2,2,4,1,4,1,4,1,5,15,16,6100
6,4,5,2,2,6,1,2,6,5,6,4,4,5,6,4,2,2,5,5,2,4,2,6,2,2,6,6,4,6,9,10,6200
2,1,2,6,5,2,6,2,5,5,5,5,3,4,4,2,1,3,5,5,3,3,6,5,5,5,1,6,3,4,26,20,5150
6,4,6,4,3,6,4,2,2,1,1,6,5,6,5,4,1,2,6,4,2,4,2,4,4,1,2,6,2,3,11,5,4150
1,3,1,1,4,2,4,3,4,4,4,3,3,2,1,1,6,4,5,3,2,2,1,5,5,2,3,5,3,2,13,7,5200
1,1,6,4,4,2,3,3,1,3,5,2,4,3,3,6,6,3,6,3,5,5,3,3,1,5,2,5,3,1,25,19,5200
2,3,3,2,5,1,5,5,4,3,1,6,4,2,2,4,5,4,5,1,2,2,2,6,5,3,5,5,3,4,25,19,5150
1,1,3,5,4,5,1,1,2,6,3,1,1,1,1,1,1,5,5,3,2,2,5,6,1,2,5,4,3,3,10,9,4150
4,4,4,5,4,5,4,4,4,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,4,22,21,6200
1,5,5,3,3,5,6,1,4,4,1,1,3,5,1,1,6,4,5,3,1,3,3,5,4,3,3,4,4,2,5,4,6150
6,2,1,5,3,3,6,3,4,4,5,3,6,1,5,4,1,5,1,1,3,4,4,1,6,3,2,3,5,5,28,22,6150
6,1,4,4,3,4,4,3,1,6,5,4,5,3,3,4,3,5,5,6,4,4,1,5,4,4,4,6,6,6,11,5,6050
1,3,4,3,6,3,4,6,1,5,6,5,1,6,4,1,5,5,5,5,1,4,6,1,4,4,6,6,6,1,27,21,6150
6,6,3,5,5,6,2,5,2,5,6,5,4,3,5,3,2,2,6,3,2,2,6,1,5,6,1,1,2,4,24,25,4150
3,1,4,6,6,1,4,3,4,4,3,3,3,1,3,4,4,3,4,3,1,6,4,6,3,6,1,3,3,4,3,2,6250
1,6,2,4,1,5,4,1,1,5,3,5,3,2,6,5,3,3,6,4,6,4,5,3,6,1,4,4,2,4,1,0,4150
5,2,4,4,5,1,5,5,4,5,5,2,2,3,1,1,5,1,1,2,3,5,4,4,5,2,5,4,1,2,-1,21,6150
5,2,5,2,2,5,2,2,5,5,2,5,5,5,5,5,5,2,5,5,2,5,2,2,2,5,5,2,5,2,12,6,6200
4,4,5,4,2,4,4,1,5,3,1,6,2,3,2,5,6,2,4,5,2,1,1,2,2,3,2,5,1,1,9,15,5100
5,5,1,1,1,5,1,5,1,5,1,1,5,5,5,5,1,5,1,5,1,5,5,1,1,1,5,5,1,1,25,24,6200
5,3,1,3,3,5,1,3,5,3,1,3,3,5,1,1,3,1,5,3,1,1,1,3,1,5,1,3,1,1,14,15,7250
6,1,4,4,5,1,4,4,6,4,2,2,5,6,2,2,1,4,4,3,6,2,1,3,4,2,2,3,5,5,29,23,5050
5,3,6,6,5,5,5,4,6,6,4,4,4,3,3,4,6,4,4,5,3,5,3,3,4,3,5,3,4,5,3,9,7350
4,3,2,1,4,5,4,4,3,1,3,5,4,5,5,6,6,5,1,2,1,2,2,3,3,6,6,6,2,3,23,17,6100
3,5,1,5,5,5,2,3,3,6,1,1,2,3,1,3,1,3,5,3,6,2,6,2,3,2,1,5,5,5,17,11,6150
1,1,4,5,3,5,1,6,6,5,3,4,5,1,4,6,5,4,6,6,6,4,1,1,5,4,4,3,3,5,14,20,4150
3,2,3,2,2,2,3,4,4,4,4,4,3,4,3,4,3,4,2,3,2,3,2,3,2,3,3,2,4,4,21,20,8150
2,5,5,5,1,3,3,2,5,1,3,3,3,5,3,2,3,5,3,5,5,2,5,3,1,2,2,2,5,2,-1,12,7150
5,3,4,6,1,1,1,4,2,2,3,2,1,5,1,2,2,1,1,2,5,2,3,5,4,3,5,3,4,2,7,1,4200
3,5,3,2,2,3,2,1,6,3,1,6,1,2,6,4,3,3,2,2,4,2,2,3,1,1,4,6,6,1,9,15,6150
4,5,4,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,5,4,5,4,2,1,7200
5,3,4,6,1,2,5,5,5,4,4,6,3,3,2,1,1,4,1,2,5,4,5,3,6,6,3,5,5,3,18,24,5150
2,1,3,2,6,2,1,5,3,5,3,3,1,4,5,1,2,3,1,1,3,2,1,1,4,5,3,2,1,5,9,3,6250
4,4,5,2,6,6,2,5,5,4,1,3,3,4,3,2,1,3,2,2,2,1,5,6,4,3,5,3,6,6,27,26,4150
6,3,2,6,3,4,6,1,3,6,3,1,3,2,6,3,5,6,5,2,2,2,6,6,3,1,1,5,3,1,27,21,5200
5,5,4,2,4,2,2,2,5,5,4,5,4,5,5,2,4,2,4,2,5,2,5,5,5,4,5,5,5,4,3,4,6150
2,1,2,6,6,5,1,2,6,2,4,6,1,3,2,6,1,6,5,4,3,1,2,5,1,2,1,1,1,2,21,20,5200
4,1,4,1,5,4,6,3,3,6,6,2,5,5,5,2,5,2,6,3,1,6,4,5,1,5,5,3,4,4,1,2,5150
5,5,5,2,2,5,5,2,5,2,5,5,2,2,5,5,5,5,2,2,5,5,5,2,5,5,5,5,5,2,11,17,5150
4,2,2,2,2,2,4,4,3,3,2,2,2,3,4,3,4,4,4,2,3,3,4,4,2,3,4,2,4,4,22,28,7150
3,4,6,1,5,5,6,5,5,4,2,1,2,6,5,6,3,3,2,5,1,2,1,2,3,4,3,5,5,5,13,14,4100
3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,10,9,7200
2,4,6,6,6,2,1,1,5,1,4,2,5,4,5,5,2,5,4,6,2,6,5,2,1,1,2,1,2,2,1,2,6150
1,1,3,5,1,5,3,3,1,5,1,6,1,6,5,5,6,1,6,5,1,3,5,1,1,3,1,6,6,3,23,17,6150
1,3,1,5,5,3,1,5,5,3,5,3,1,3,1,6,1,1,6,3,6,5,1,5,1,1,6,6,5,1,14,20,7150
4,2,3,2,6,1,5,4,1,6,1,1,5,5,5,1,2,4,3,5,3,2,3,4,5,4,2,5,2,2,25,26,6200
2,2,1,6,6,4,1,4,4,3,2,1,6,1,5,4,4,2,6,4,5,1,2,4,6,2,6,2,4,1,7,13,5150
2,6,3,2,6,4,3,3,1,4,2,6,1,6,1,3,2,2,3,3,4,4,4,6,6,3,6,6,4,4,14,20,7250
1,5,2,5,1,5,2,5,2,5,2,1,5,1,1,1,5,5,2,1,2,5,2,1,1,5,2,5,2,5,9,10,7200
3,3,3,6,1,1,6,3,6,6,6,6,1,3,1,3,3,3,6,1,1,1,1,3,3,6,6,6,6,6,29,28,8200
6,4,4,1,1,3,1,2,5,4,4,3,4,2,3,1,3,6,1,1,1,6,5,5,2,6,6,5,4,1,18,12,5200
6,4,6,2,1,1,1,1,5,1,6,1,4,1,3,2,5,3,4,4,1,3,2,5,2,4,1,5,6,3,14,15,4100
4,6,2,4,4,2,3,6,4,2,3,2,2,2,6,2,4,6,2,3,4,4,3,6,4,4,6,4,4,4,4,5,6200
2,5,5,2,2,5,2,5,5,5,2,5,5,2,5,5,2,5,2,2,5,5,2,5,5,5,5,5,5,5,14,20,6150
3,5,3,3,5,2,3,1,4,6,5,6,2,5,4,3,4,3,5,6,2,4,6,3,3,4,4,2,3,3,13,12,5200
2,2,6,6,6,2,2,6,2,6,6,6,6,6,2,2,2,2,6,6,2,2,2,6,2,2,6,2,2,6,2,1,6150
6,5,5,3,6,2,6,6,2,5,3,5,5,6,6,5,2,5,3,5,3,2,2,3,6,6,2,5,2,1,29,23,6150
4,6,6,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,6,6,6,6,6,4,4,4,6,4,11,5,4150
3,2,5,1,4,6,6,6,6,2,6,2,5,6,6,4,6,4,5,1,5,1,3,2,1,4,2,5,4,1,25,26,4150
2,5,4,3,2,4,5,2,2,1,6,6,5,5,1,6,6,5,3,6,4,6,2,4,3,6,1,1,3,2,28,27,4100
1,5,2,5,1,2,1,3,3,2,5,2,5,5,2,2,5,3,5,3,3,3,3,3,1,2,2,1,3,5,21,15,6200
4,3,6,4,2,6,3,3,2,6,6,4,3,6,4,6,3,6,2,3,4,4,4,4,6,6,2,2,6,2,-1,2,6250
3,1,3,6,6,1,2,1,2,2,1,2,1,1,1,3,2,2,1,2,3,2,6,3,3,3,1,2,1,3,29,23,7150
5,6,6,3,3,4,3,3,6,4,3,4,5,5,4,4,4,5,3,6,5,5,6,5,6,5,5,5,4,5,9,8,7200
3,3,5,2,5,2,1,6,4,2,3,1,6,5,5,5,1,1,6,6,3,5,6,5,2,2,2,1,1,2,7,1,5050
5,4,6,4,2,1,4,1,3,3,4,4,5,4,6,2,2,2,4,6,1,4,5,5,1,6,4,4,1,3,23,17,5150
2,2,6,6,6,6,6,2,6,6,2,2,6,2,2,6,6,2,2,6,6,2,6,6,2,2,2,2,2,6,24,18,8100
4,1,5,5,1,1,1,6,1,2,1,4,1,6,5,5,2,6,2,4,4,1,2,5,5,4,6,1,3,1,11,17,6150
1,2,5,6,3,3,2,2,1,6,2,3,1,1,2,3,4,5,2,6,6,6,4,1,3,2,2,1,6,3,27,26,5150
5,5,4,5,6,5,3,5,5,1,6,6,5,4,3,1,1,5,3,4,6,5,1,5,5,5,6,3,3,3,7,1,6150
2,3,2,2,5,4,2,5,5,5,5,2,5,3,4,2,5,4,5,5,5,5,4,3,3,2,3,4,4,2,19,25,6200
1,6,2,1,3,2,5,6,2,2,2,4,4,4,1,4,5,5,6,5,5,2,5,6,4,3,2,5,5,4,11,10,4150
5,5,4,2,1,1,3,4,4,3,6,1,6,3,2,1,2,3,5,6,1,3,3,5,6,5,4,3,4,4,-1,15,4150
4,3,6,1,3,3,1,6,3,1,2,3,1,4,6,5,4,2,1,4,6,6,2,4,3,6,4,6,6,2,25,24,5100
6,6,6,2,2,6,6,2,2,6,6,6,6,2,6,2,2,6,6,2,2,2,2,6,2,2,2,2,2,2,9,8,6150
2,6,1,5,2,3,3,2,6,1,5,1,6,3,3,3,6,6,2,2,1,6,1,4,4,1,4,5,2,2,13,19,5100
4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,27,26,8250
6,1,1,6,3,3,6,1,6,1,1,3,3,3,3,1,6,3,3,1,3,3,3,3,6,6,1,3,6,3,8,2,6200
5,2,6,6,2,3,1,1,5,1,4,1,5,5,2,4,6,2,5,4,2,1,5,2,2,5,3,2,6,4,8,2,3150
1,6,1,3,3,1,5,3,4,6,4,3,1,5,6,4,4,2,2,1,2,5,4,5,6,4,4,3,6,1,24,25,3150
1,6,6,6,6,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,6,6,1,6,1,6,22,28,5150
2,5,2,2,1,5,2,6,2,1,6,1,2,1,2,2,6,6,5,6,6,5,6,1,6,6,2,1,2,2,22,23,6250
1,4,3,2,6,6,2,4,4,4,2,3,6,6,3,4,3,1,4,2,6,4,1,4,6,6,3,1,2,2,28,22,5150
6,5,1,1,6,5,5,3,3,3,4,6,1,4,3,4,5,2,1,3,6,5,3,6,5,4,4,5,1,6,8,9,5150
4,1,6,4,5,5,5,5,4,6,4,5,4,6,1,3,6,3,3,2,1,2,4,3,6,3,5,1,5,1,14,20,4000
2,1,2,2,1,2,6,3,3,6,1,5,4,4,5,3,5,4,4,3,2,6,5,6,2,4,5,6,3,3,11,17,4100
5,6,1,1,2,6,1,1,5,5,3,3,2,1,1,4,5,6,4,5,2,2,6,3,3,6,1,6,5,1,22,23,4150
1,6,6,1,1,6,6,6,6,6,1,1,6,1,6,1,6,1,1,1,6,1,6,6,6,6,1,1,1,6,12,13,8100
4,3,4,2,2,1,3,6,1,5,6,1,3,1,3,5,4,3,5,3,2,5,6,2,2,2,3,4,3,5,23,29,4100
4,1,3,2,5,2,2,3,5,6,3,1,5,6,2,4,6,3,1,2,5,3,5,1,2,1,6,3,2,6,21,27,3150
2,2,2,5,2,2,2,5,2,2,2,6,2,2,5,6,5,2,5,2,6,6,6,5,2,6,5,5,6,2,20,26,7300
2,5,6,5,5,2,6,1,1,6,6,2,2,2,5,1,4,2,3,5,4,2,5,5,3,3,4,6,1,6,28,22,5150
5,1,3,6,1,4,1,5,6,3,5,6,3,5,2,1,3,3,6,6,6,2,3,3,3,3,5,3,1,2,25,19,5100
3,4,5,1,6,1,5,6,2,5,3,2,1,3,5,6,6,2,1,5,1,2,1,3,1,3,3,3,6,5,26,27,6200
1,3,1,4,6,2,4,6,4,3,1,1,6,4,5,2,2,3,1,3,1,3,6,6,5,5,5,6,1,6,3,4,4150
5,1,5,5,4,6,6,5,4,3,3,5,3,4,6,5,4,6,5,6,3,6,3,3,1,6,1,3,3,1,-1,28,5200
1,2,3,3,6,6,6,6,3,1,3,3,6,3,3,1,1,2,3,3,6,1,2,1,6,2,2,1,3,3,29,23,7200
1,3,6,4,3,3,6,1,6,3,5,2,4,4,6,2,6,2,2,5,5,3,1,6,5,3,4,1,4,1,16,17,4150
4,4,3,3,4,6,4,3,4,4,6,6,6,6,6,4,3,4,4,3,6,6,3,6,3,3,4,4,3,3,7,6,8200
1,5,2,1,1,2,3,3,5,3,3,2,2,2,2,1,3,3,1,2,2,1,2,1,1,3,1,2,1,3,7,13,6250
4,2,1,6,5,4,2,5,6,6,3,1,1,6,2,6,2,2,3,5,1,3,5,4,1,5,6,4,5,6,23,29,4150
4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,11,17,8200
1,5,1,3,2,2,4,5,1,1,4,3,5,4,4,1,6,3,3,2,2,1,2,1,3,5,4,3,2,3,13,14,5200
6,4,3,2,2,5,6,6,5,1,4,3,1,1,6,2,5,2,2,3,1,4,6,5,4,5,1,5,6,3,11,10,4150
4,4,4,3,2,2,4,3,5,4,3,4,5,2,4,2,4,5,1,2,2,5,1,2,2,1,3,2,1,5,5,11,5150
2,1,6,1,2,6,2,6,2,6,1,6,2,2,4,2,1,2,3,4,4,4,4,6,1,3,3,2,6,1,26,25,6200
4,1,2,1,4,2,3,5,6,5,6,4,6,3,4,3,2,5,2,3,4,2,1,2,3,4,5,3,6,1,18,19,3150
3,1,3,3,6,3,1,1,2,3,2,3,4,6,2,4,4,1,2,2,5,6,1,3,5,4,3,6,3,3,19,20,5100
5,2,2,3,2,3,4,5,2,6,2,2,5,2,5,5,5,3,6,3,3,4,6,4,6,3,5,4,4,2,3,2,4150
5,5,2,3,4,5,5,5,3,4,5,6,5,2,2,3,6,6,5,4,5,2,6,2,3,6,3,4,2,4,28,29,6050
6,5,6,1,3,2,6,4,1,2,3,4,3,2,3,6,6,2,1,3,5,4,1,4,1,4,3,4,3,3,8,14,4100
3,2,3,1,6,5,4,1,3,4,6,2,4,3,3,6,6,6,6,1,2,4,4,1,3,1,4,4,2,3,28,22,5200
3,5,1,4,1,1,6,4,3,4,6,3,2,3,2,5,3,1,1,5,6,1,2,4,5,6,4,2,4,3,22,28,2100
1,6,1,6,6,1,6,6,1,1,1,3,3,6,1,6,1,1,1,1,6,1,3,3,6,3,3,6,1,3,24,25,8150
1,1,6,1,1,6,6,1,1,6,1,1,6,1,1,6,1,6,1,1,1,6,1,1,6,6,6,1,1,6,12,13,7200
6,5,5,4,6,5,1,1,1,3,2,4,2,4,6,3,3,6,4,3,1,5,2,2,3,1,6,4,6,3,28,27,4150
6,2,6,6,2,2,6,6,2,6,6,2,2,2,2,2,6,6,2,2,2,6,6,2,2,2,6,2,6,6,18,12,7250
2,1,3,1,6,6,3,2,6,3,3,1,5,6,4,4,4,2,6,1,6,6,6,5,2,1,2,6,3,5,23,17,5200
2,2,5,4,1,4,4,6,6,4,2,2,3,2,3,6,1,6,1,4,6,2,3,3,3,6,4,5,4,3,9,3,3150
6,1,6,5,3,5,1,5,1,2,5,1,4,4,5,1,1,2,6,1,6,1,2,4,2,2,2,3,5,2,23,17,5100
3,3,5,2,2,2,2,6,5,2,1,1,3,4,3,2,4,1,3,6,4,3,5,3,4,5,2,2,1,5,16,17,4050
4,6,1,5,6,6,5,5,3,2,5,1,6,5,1,3,1,5,5,4,3,1,1,4,1,3,1,1,6,6,5,4,6150
3,4,3,3,4,5,5,5,4,4,3,3,4,3,4,3,3,5,4,3,5,4,3,5,5,3,3,5,4,5,29,28,7250
1,1,1,1,3,6,6,1,3,1,6,6,6,1,6,1,6,6,6,3,6,3,4,6,6,3,4,1,1,6,6,12,7150
1,2,6,6,6,3,4,2,5,5,1,5,5,3,1,4,1,3,4,3,4,6,6,5,5,2,5,2,6,2,29,23,5150
5,2,3,3,6,1,3,1,6,4,6,3,4,3,4,2,2,3,1,1,6,4,5,6,1,3,2,1,1,6,11,10,5100
4,5,1,2,2,2,2,6,6,4,1,4,5,4,5,5,6,5,3,3,5,1,3,4,5,3,6,2,5,5,2,3,4150
4,6,1,3,6,3,6,4,5,5,3,6,3,1,3,6,2,3,5,3,3,1,4,1,2,4,3,3,2,3,10,11,4150
3,5,5,6,2,2,1,5,6,4,6,1,5,2,6,6,4,4,5,2,4,4,5,1,4,2,6,1,3,2,16,17,4200
4,5,5,4,6,1,5,3,5,1,1,6,4,2,6,5,6,3,1,2,3,2,1,6,6,1,5,4,2,2,23,17,5150
3,1,4,6,5,6,6,4,5,3,2,1,2,1,2,6,1,4,1,5,3,1,3,6,4,1,4,6,6,2,22,23,3150
4,2,3,1,3,3,4,6,3,2,1,4,2,6,5,2,1,6,3,1,4,4,6,3,2,3,2,5,1,4,10,11,3100
6,5,5,2,1,6,2,1,2,2,1,6,5,2,6,6,2,2,2,5,1,2,2,1,5,1,6,2,2,1,23,17,6150
3,5,6,1,6,2,4,1,3,5,6,2,6,1,2,4,1,6,3,3,2,3,1,6,6,1,6,1,5,1,19,18,3150
4,4,6,6,6,5,5,5,5,6,5,5,3,5,6,3,4,3,4,6,4,3,4,6,5,5,4,4,3,4,7,1,7100
1,5,5,3,5,1,5,3,3,6,1,6,4,1,4,6,2,4,4,4,2,6,6,6,3,6,4,6,5,5,0,6,5200
1,5,1,6,4,1,3,2,5,2,3,3,3,5,4,5,4,5,5,5,6,5,1,3,5,4,6,3,5,3,4,10,4150
1,2,6,6,4,6,1,2,2,6,4,1,2,2,4,1,2,2,1,1,1,4,2,1,2,6,6,2,1,6,16,10,7100
1,2,4,1,5,3,6,4,5,6,5,6,6,3,5,6,5,5,6,3,1,1,3,4,4,4,6,1,2,2,5,11,5200
5,4,3,4,3,3,5,2,4,3,3,3,5,3,4,3,5,2,2,4,5,4,2,5,2,4,5,5,2,5,23,22,7150
4,3,1,2,3,1,4,4,6,2,4,3,2,6,3,1,5,4,6,6,3,5,2,4,1,4,2,6,1,4,23,29,3150
3,3,6,6,1,2,2,5,5,2,2,1,2,1,5,3,1,2,6,5,2,2,4,5,1,2,6,5,4,5,1,2,3150
5,3,6,2,2,1,6,4,3,6,4,3,2,2,5,4,1,6,5,1,5,2,6,3,4,3,2,6,6,6,20,14,5100
5,6,6,6,5,5,5,5,5,5,6,6,6,5,6,6,6,5,6,6,5,5,6,5,5,5,6,6,5,6,9,15,8250
1,5,6,1,4,6,4,5,1,5,2,2,3,5,1,1,3,1,6,3,1,2,6,1,3,1,2,2,3,4,11,5,5150
3,1,6,2,1,1,6,2,4,1,1,3,3,6,6,4,5,1,3,5,1,1,6,1,2,5,3,4,6,5,7,6,5150
4,4,5,2,2,6,3,4,2,1,1,6,1,1,2,4,3,1,2,3,6,2,3,5,6,1,5,1,3,3,1,0,4150
5,4,4,2,3,5,4,3,5,1,3,3,1,2,2,4,4,5,4,5,2,1,6,3,5,1,4,4,3,6,20,14,5200
5,6,3,1,6,5,5,3,1,1,6,2,5,5,3,4,4,2,4,5,2,1,5,5,1,3,1,1,2,4,26,20,6050
